,STATE SEN 6,,,,STATE SEN 7,,,,STATE SEN 8,,,,STATE SEN 9,,,,STATE SEN 10,,,,STATE SEN 11,,,,STATE SEN 21,,,,STATE SEN 23,,,,STATE SEN 37,
Shawnee 1-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,42.81%,500,57.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 1-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,360,36.66%,622,63.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 1-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,58.66%,74,41.34%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 1-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85,28.72%,211,71.28%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 1-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,268,39.64%,407,60.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 1-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,55.56%,4,44.44%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,186,45.81%,220,54.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,315,44.68%,390,55.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,359,54.23%,303,45.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,423,47.85%,461,52.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,215,46.84%,243,52.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,230,39.52%,352,60.48%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,259,48.68%,273,51.32%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,225,46.30%,260,53.50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,224,48.07%,241,51.72%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,192,46.15%,224,53.85%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,264,43.85%,338,56.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,128,59.81%,86,40.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 2-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141,43.38%,184,56.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,30.24%,412,69.59%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,353,32.96%,717,66.95%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,301,35.62%,544,64.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,238,31.56%,516,68.44%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,278,29.23%,673,70.77%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,374,41.93%,517,57.96%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,364,35.79%,653,64.21%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,345,35.10%,638,64.90%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 3-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,156,28.06%,400,71.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,420,40.94%,606,59.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,234,40.07%,349,59.76%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104,40.00%,155,59.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,223,60.43%,146,39.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,361,44.08%,456,55.68%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,277,40.20%,412,59.80%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,375,36.76%,644,63.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-08,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,151,41.14%,215,58.58%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,477,39.92%,718,60.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-
Shawnee 4-11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,304,45.92%,358,54.08%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Shawnee 4-13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,44,44.00%,56,56.00%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spring Hill 0-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1059,98.60%
Spring Hill 0-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
Spring Hill 0-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37,97.37%
Spring Hill 0-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-
Spring Hill Twp 0-01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,751,98.95%
Spring Hill Twp 0-02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,100.00%
Spring Hill Twp 0-03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74,100.00%
Spring Hill Twp 0-04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,100.00%
Spring Hill Twp 0-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,100.00%
Westwood 0-01,-,-,-,-,272,59.26%,185,40.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Westwood 0-02,-,-,-,-,240,55.81%,190,44.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Westwood Hills 0-01,-,-,-,-,143,58.37%,101,41.22%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Total,1654,56.11%,1288,43.69%,18334,46.86%,20738,53.00%,19484,54.26%,16398,45.67%,19346,63.80%,10957,36.13%,13886,41.73%,19371,58.22%,13985,37.22%,23565,62.72%,15441,46.80%,17527,53.12%,18859,62.88%,11098,37.00%,17774,99.00%
City Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aubry Township,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2051,99.27%
Bonner Springs Ward 4,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
De Soto,0,-,0,-,0,-,0,-,0,-,0,-,1530,67.70%,730,32.30%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Edgerton,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,547,99.27%
Fairway Ward 1,0,-,0,-,271,44.21%,342,55.79%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Fairway Ward 2,0,-,0,-,244,46.04%,285,53.77%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Fairway Ward 3,0,-,0,-,292,41.54%,409,58.18%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Fairway Ward 4,0,-,0,-,320,54.33%,268,45.50%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Gardner,0,-,0,-,0,-,0,-,0,-,0,-,1903,67.79%,903,32.17%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,3466,98.83%
Gardner Township,0,-,0,-,0,-,0,-,0,-,0,-,333,66.87%,163,32.73%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,397,99.75%
Lake Quivira,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,257,39.97%,386,60.03%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Leawood Ward 1,0,-,0,-,1234,38.90%,1934,60.97%,0,-,0,-,0,-,0,-,0,-,0,-,232,37.79%,380,61.89%,0,-,0,-,0,-,0,-,0,-
Leawood Ward 2,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1611,35.82%,2884,64.13%,0,-,0,-,0,-,0,-,0,-
Leawood Ward 3,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1814,34.47%,3445,65.46%,0,-,0,-,0,-,0,-,0,-
Leawood Ward 4,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1836,31.29%,4027,68.63%,0,-,0,-,0,-,0,-,0,-
Lenexa Ward 1,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2767,45.70%,3283,54.22%,0,-,0,-,0,-
Lenexa Ward 2,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2143,35.12%,3954,64.80%,0,-,0,-,0,-
Lenexa Ward 3,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,3218,50.58%,3143,49.40%,0,-,0,-,0,-
Lenexa Ward 4,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2756,49.13%,2846,50.73%,0,-,0,-,0,-
Lexington Township,0,-,0,-,0,-,0,-,0,-,0,-,572,74.29%,198,25.71%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
McCamish Township,0,-,0,-,0,-,0,-,0,-,0,-,268,75.07%,89,24.93%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,140,100.00%
Merriam Ward 1,625,56.56%,475,42.99%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Merriam Ward 2,385,53.10%,340,46.90%,0,-,0,-,0,-,0,-,0,-,0,-,217,54.94%,178,45.06%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Merriam Ward 3,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,652,53.84%,559,46.16%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Merriam Ward 4,227,54.83%,187,45.17%,0,-,0,-,0,-,0,-,0,-,0,-,525,48.88%,548,51.02%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Hills,0,-,0,-,597,26.01%,1695,73.86%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Ward 1,0,-,0,-,605,57.56%,444,42.25%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Ward 2,0,-,0,-,566,59.02%,388,40.46%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Ward 3,0,-,0,-,597,56.32%,461,43.49%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Ward 4,0,-,0,-,680,50.15%,671,49.48%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Woods,0,-,0,-,55,50.93%,53,49.07%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Olathe Township,0,-,0,-,0,-,0,-,0,-,0,-,312,63.67%,178,36.33%,0,-,0,-,0,-,0,-,0,-,0,-,48,73.85%,17,26.15%,1,100.00%
Olathe Ward 1,0,-,0,-,0,-,0,-,0,-,0,-,2772,61.03%,1767,38.90%,0,-,0,-,0,-,0,-,0,-,0,-,5061,63.43%,2915,36.53%,171,98.28%
Olathe Ward 2,0,-,0,-,0,-,0,-,0,-,0,-,6895,65.80%,3578,34.14%,0,-,0,-,0,-,0,-,0,-,0,-,1834,56.27%,1422,43.63%,0,-
Olathe Ward 3,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,10132,64.99%,5437,34.87%,650,98.78%
Olathe Ward 4,0,-,0,-,0,-,0,-,0,-,0,-,4761,58.62%,3351,41.26%,0,-,0,-,0,-,0,-,0,-,0,-,1784,57.59%,1307,42.19%,0,-
Overland Park Ward 1,417,59.23%,286,40.63%,2532,52.07%,2327,47.85%,0,-,0,-,0,-,0,-,221,45.29%,267,54.71%,0,-,0,-,3301,53.05%,2914,46.83%,0,-,0,-,0,-
Overland Park Ward 2,0,-,0,-,2210,47.02%,2483,52.83%,2721,48.89%,2838,50.99%,0,-,0,-,0,-,0,-,1064,48.61%,1123,51.30%,1256,47.47%,1387,52.42%,0,-,0,-,0,-
Overland Park Ward 3,0,-,0,-,0,-,0,-,6874,51.42%,6484,48.50%,0,-,0,-,0,-,0,-,740,48.52%,783,51.34%,0,-,0,-,0,-,0,-,0,-
Overland Park Ward 4,0,-,0,-,0,-,0,-,7068,60.88%,4536,39.07%,0,-,0,-,0,-,0,-,350,32.11%,740,67.89%,0,-,0,-,0,-,0,-,1301,99.09%
Overland Park Ward 5,0,-,0,-,0,-,0,-,2821,52.58%,2540,47.34%,0,-,0,-,0,-,0,-,3372,41.13%,4823,58.83%,0,-,0,-,0,-,0,-,0,-
Overland Park Ward 6,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2794,35.87%,4992,64.09%,0,-,0,-,0,-,0,-,6528,98.97%
Oxford Township,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,172,31.85%,368,68.15%,0,-,0,-,0,-,0,-,575,99.48%
Prairie Village Ward 1,0,-,0,-,1064,44.26%,1339,55.70%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Prairie Village Ward 2,0,-,0,-,875,47.92%,950,52.03%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Prairie Village Ward 3,0,-,0,-,925,45.97%,1083,53.83%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Prairie Village Ward 4,0,-,0,-,799,37.21%,1348,62.79%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Prairie Village Ward 5,0,-,0,-,774,34.65%,1458,65.26%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Prairie Village Ward 6,0,-,0,-,908,46.61%,1039,53.34%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Roeland Park Ward 1,0,-,0,-,415,66.51%,207,33.17%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Roeland Park Ward 2,0,-,0,-,540,61.50%,336,38.27%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Roeland Park Ward 3,0,-,0,-,564,62.81%,333,37.08%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Roeland Park Ward 4,0,-,0,-,612,59.71%,409,39.90%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Shawnee Ward 1,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,3295,41.34%,4673,58.63%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Shawnee Ward 2,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,3161,46.91%,3575,53.05%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Shawnee Ward 3,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2588,33.78%,5070,66.18%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Shawnee Ward 4,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,2970,41.88%,4115,58.03%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Spring Hill,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1096,98.56%
Spring Hill Township,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,851,99.07%
Westwood,0,-,0,-,512,57.59%,375,42.18%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Westwood Hills,0,-,0,-,143,58.37%,101,41.22%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Total,1654,56.11%,1288,43.69%,18334,46.86%,20738,53.00%,19484,54.26%,16398,45.67%,19346,63.80%,10957,36.13%,13886,41.73%,19371,58.22%,13985,37.22%,23565,62.72%,15441,46.80%,17527,53.12%,18859,62.88%,11098,37.00%,17774,99.00%
Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bonner Springs,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
De Soto,0,-,0,-,0,-,0,-,0,-,0,-,1530,67.70%,730,32.30%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Edgerton,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,547,99.27%
Fairway,0,-,0,-,1127,46.28%,1304,53.55%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Gardner,0,-,0,-,0,-,0,-,0,-,0,-,1903,67.79%,903,32.17%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,3466,98.83%
Lake Quivira,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,257,39.97%,386,60.03%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Leawood,0,-,0,-,1234,38.90%,1934,60.97%,0,-,0,-,0,-,0,-,0,-,0,-,5493,33.82%,10736,66.10%,0,-,0,-,0,-,0,-,0,-
Lenexa,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,10884,45.11%,13226,54.81%,0,-,0,-,0,-
Merriam,1237,55.12%,1002,44.65%,0,-,0,-,0,-,0,-,0,-,0,-,1394,52.01%,1285,47.95%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission,0,-,0,-,2448,55.31%,1964,44.37%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Hills,0,-,0,-,597,26.01%,1695,73.86%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Mission Woods,0,-,0,-,55,50.93%,53,49.07%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Olathe,0,-,0,-,0,-,0,-,0,-,0,-,14428,62.34%,8696,37.58%,0,-,0,-,0,-,0,-,0,-,0,-,18811,62.86%,11081,37.03%,821,98.68%
Overland Park,417,59.23%,286,40.63%,4742,49.59%,4810,50.30%,19484,54.26%,16398,45.67%,0,-,0,-,221,45.29%,267,54.71%,8320,40.02%,12461,59.93%,4557,51.39%,4301,48.50%,0,-,0,-,7829,98.99%
Prairie Village,0,-,0,-,5345,42.52%,7217,57.41%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Roeland Park,0,-,0,-,2131,62.22%,1285,37.52%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Shawnee,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,12014,40.78%,17433,59.17%,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Spring Hill,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,1096,98.56%
Westwood,0,-,0,-,512,57.59%,375,42.18%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Westwood Hills,0,-,0,-,143,58.37%,101,41.22%,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
No Matching District,0,-,0,-,0,-,0,-,0,-,0,-,1485,70.21%,628,29.69%,0,-,0,-,172,31.85%,368,68.15%,0,-,0,-,48,73.85%,17,26.15%,4015,99.33%
Total,1654,56.11%,1288,43.69%,18334,46.86%,20738,53.00%,19484,54.26%,16398,45.67%,19346,63.80%,10957,36.13%,13886,41.73%,19371,58.22%,13985,37.22%,23565,62.72%,15441,46.80%,17527,53.12%,18859,62.88%,11098,37.00%,17774,99.00%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,