,0009,KC01-01,327,30,0,20,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,1,19,10,0,0,1,9,21,0,0,0,0,0,0,0,0,12,11,6,10,4,10,3,10,7,15,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,6,12,7,10,12,5,7,11,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0010,KC01-02,352,48,0,23,19,0,0,6,0,0,0,0,0,0,0,0,0,0,23,23,0,0,2,0,0,0,0,0,29,13,0,0,6,14,28,0,0,6,9,33,0,0,6,0,0,0,0,0,17,10,5,12,2,14,3,14,20,12,8,1,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18,15,4,12,13,23,10,9,22,10,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0011,KC01-03,235,73,0,53,14,0,0,6,24,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,43,1,0,6,45,22,1,0,5,0,0,0,0,0,22,40,2,0,9,14,30,16,21,6,21,10,17,14,19,22,4,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,10,29,15,42,12,9,12,13,20,5,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0012,KC01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0013,KC01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0014,KC02-01,470,82,0,49,29,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,1,0,8,37,36,1,1,7,33,38,1,0,10,0,0,0,0,0,30,20,17,18,6,17,10,24,25,32,20,4,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,24,18,22,34,33,10,10,22,25,1,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0015,KC02-02,357,56,0,27,24,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,0,0,5,25,28,0,0,3,15,39,0,0,2,0,0,0,0,0,15,11,7,9,3,12,4,24,15,20,8,5,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,16,9,15,9,17,11,6,22,14,5,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0016,KC02-03,82,9,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,3,3,0,0,3,1,8,0,0,0,0,0,0,0,0,2,2,2,2,1,2,2,3,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,5,1,7,2,0,4,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0017,KC02-04,456,69,0,37,26,1,0,5,0,0,0,0,0,0,0,0,0,0,38,31,0,0,0,0,0,0,0,0,42,19,0,0,8,31,31,0,0,7,16,51,1,0,1,0,0,0,0,0,26,11,4,30,2,8,0,37,15,23,11,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,18,8,19,18,29,13,11,31,12,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0018,KC02-05,647,60,0,26,29,2,0,3,0,0,0,0,0,0,0,0,0,0,26,31,2,0,1,0,0,0,0,0,30,22,2,0,6,28,24,2,0,6,20,37,1,0,2,0,0,0,0,0,22,16,7,16,6,7,2,19,17,27,12,0,4,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,6,10,16,26,25,10,4,26,10,2,4,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0019,KC02-06,24,2,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
,0020,KC02-07,1,1,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
,0021,KC03-01,917,110,0,58,48,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,22,1,0,8,49,54,0,0,7,24,81,1,0,4,0,0,0,0,0,46,26,17,32,5,32,11,40,38,48,20,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,23,22,40,42,45,29,12,51,31,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0022,KC03-02,921,102,1,47,51,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,33,0,0,7,37,54,1,0,10,13,83,0,0,6,0,0,0,0,0,42,23,14,20,4,31,5,37,49,49,13,1,4,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33,9,17,38,27,43,35,10,29,32,0,4,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0023,KC03-03,177,19,0,8,10,0,0,1,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,10,6,0,0,3,11,8,0,0,0,4,15,0,0,0,0,0,0,0,0,7,6,3,6,0,7,2,6,10,6,1,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,2,7,5,12,3,1,9,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0024,KC03-04,656,73,0,40,27,0,1,5,0,0,0,0,0,0,0,0,0,0,32,38,0,1,2,0,0,0,0,0,48,19,1,1,4,25,41,1,1,5,17,51,1,1,3,0,0,0,0,0,31,14,17,17,4,16,6,29,25,31,15,7,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,12,12,18,21,31,16,8,42,20,7,4,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0025,KC03-05,47,5,0,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted,Redacted
,0026,KC04-01,802,107,0,78,17,1,0,11,64,40,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,66,0,0,14,68,25,1,0,13,0,0,0,0,0,0,0,0,0,0,29,39,22,28,11,33,16,31,26,33,21,1,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,35,19,35,18,57,19,18,8,28,25,1,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0027,KC04-02,337,11,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,5,6,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,2,1,6,1,3,3,3,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,3,3,7,3,1,4,4,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0028,KC04-03,585,54,0,43,9,2,0,0,38,13,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,1,0,3,36,15,0,0,3,0,0,0,0,0,0,0,0,0,0,19,29,9,7,12,17,6,14,10,12,5,4,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,5,15,11,24,17,10,6,11,10,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0029,KC04-04,939,124,0,98,19,2,0,5,101,20,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100,1,0,4,87,24,2,0,11,0,0,0,0,0,0,0,0,0,0,34,58,20,24,17,42,18,34,17,33,21,2,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,10,35,26,63,18,23,15,21,30,2,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0030,KC05-01,918,117,0,84,28,1,0,4,54,59,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,74,0,0,7,86,24,2,0,5,0,0,0,0,0,54,52,1,0,10,31,43,29,17,12,29,18,34,27,32,23,4,8,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,30,16,32,22,59,38,22,16,31,22,4,8,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0031,KC05-02,478,29,0,24,4,0,0,1,12,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,3,18,8,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,5,3,2,9,5,4,10,10,2,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,3,5,16,5,12,2,2,11,1,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0032,KC05-03,460,16,0,13,2,0,0,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,1,7,8,0,0,1,0,0,0,0,0,9,6,0,0,1,7,3,3,5,1,4,0,5,6,8,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,7,6,11,2,4,1,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0033,KC05-04,504,27,1,14,12,0,0,1,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,0,1,1,17,8,0,0,2,0,0,0,0,0,8,17,0,0,2,7,6,8,2,2,7,5,8,5,6,4,0,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,4,6,12,4,8,7,3,8,0,8,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0034,KC05-05,522,37,0,29,7,0,0,1,23,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,24,0,0,4,26,7,0,0,4,0,0,0,0,0,0,0,0,0,0,7,15,8,3,6,9,6,6,8,10,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,6,17,4,20,9,5,5,5,9,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0035,KC06-01,619,45,0,30,10,0,0,5,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,0,0,6,29,10,0,0,6,0,0,0,0,0,19,22,0,0,4,12,19,12,4,7,13,11,7,11,19,13,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,14,7,18,10,13,4,9,15,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0036,KC06-02,236,9,0,6,2,0,0,1,3,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,1,5,2,0,0,2,0,0,0,0,0,1,6,0,0,2,0,5,2,1,0,2,3,1,3,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,1,8,1,0,1,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0037,KC07-01,546,65,1,49,12,0,0,4,0,0,0,0,0,25,31,7,0,2,0,0,0,0,0,0,0,0,0,0,22,35,0,0,8,42,17,0,0,6,0,0,0,0,0,25,35,0,0,5,17,19,21,7,8,23,10,13,17,20,12,1,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,9,23,13,34,14,17,10,11,17,1,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0038,KC07-02,467,49,0,28,17,0,0,4,0,0,0,0,0,24,14,11,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,8,28,15,0,0,6,0,0,0,0,0,29,17,0,0,3,16,26,7,9,9,24,8,7,9,13,8,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,1,22,13,25,8,14,4,9,9,1,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0039,KC07-03,600,125,0,84,24,1,0,16,0,0,0,0,0,55,46,20,0,4,0,0,0,0,0,0,0,0,0,0,35,77,1,0,12,81,34,0,0,10,0,0,0,0,0,55,62,1,0,7,31,47,34,16,11,46,30,30,29,41,33,5,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32,10,53,21,76,26,31,21,22,32,7,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0040,KC07-04,925,196,0,130,39,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,87,0,0,3,52,113,0,0,31,127,43,1,0,25,0,0,0,0,0,83,94,0,0,19,40,85,48,25,36,64,53,39,27,52,26,0,0,289,130,36,112,151,147,1,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0041,KC07-05,217,29,0,12,13,0,0,4,0,0,0,0,0,16,8,3,0,2,0,0,0,0,0,0,0,0,0,0,14,9,0,0,6,15,10,0,0,4,0,0,0,0,0,8,16,0,0,5,7,4,2,5,1,6,0,9,11,6,5,0,8,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,6,6,15,6,3,3,5,6,0,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
